id,Exited
165223,0.075
165224,0.038
165225,1.0
165226,1.0
165227,0.19
165228,0.106
165229,0.315
165230,1.0
165231,0.051
165232,0.022
165233,0.063
165234,0.15
165235,0.032
165236,0.621
165237,0.016
165238,0.066
165239,0.043
165240,0.042
165241,0.018
165242,0.118
165243,0.067
165244,1.0
165245,0.029
165246,0.048
165247,0.042
165248,0.074
165249,0.141
165250,0.033
165251,0.042
165252,0.265
165253,0.221
165254,0.055
165255,0.136
165256,0.131
165257,0.064
165258,0.251
165259,0.306
165260,0.312
165261,1.0
165262,0.644
165263,0.044
165264,0.029
165265,0.052
165266,0.022
165267,0.281
165268,0.106
165269,0.658
165270,0.344
165271,0.049
165272,1.0
165273,0.061
165274,0.036
165275,0.15
165276,0.079
165277,0.18
165278,1.0
165279,0.104
165280,0.054
165281,0.026
165282,0.139
165283,0.029
165284,0.235
165285,0.147
165286,0.104
165287,0.053
165288,0.045
165289,0.044
165290,0.065
165291,0.064
165292,0.126
165293,0.504
165294,0.031
165295,0.074
165296,0.035
165297,0.044
165298,0.02
165299,0.076
165300,0.491
165301,0.058
165302,0.285
165303,0.042
165304,0.017
165305,0.027
165306,0.052
165307,0.135
165308,0.048
165309,0.154
165310,0.056
165311,0.109
165312,1.0
165313,0.064
165314,0.067
165315,0.097
165316,0.188
165317,0.026
165318,1.0
165319,0.099
165320,0.064
165321,0.075
165322,0.046
165323,0.079
165324,0.09
165325,0.175
165326,0.29
165327,0.129
165328,0.121
165329,0.055
165330,0.103
165331,0.057
165332,0.518
165333,0.044
165334,0.028
165335,0.06
165336,0.093
165337,0.199
165338,0.281
165339,0.109
165340,0.092
165341,0.067
165342,0.058
165343,0.023
165344,0.078
165345,0.086
165346,1.0
165347,0.177
165348,0.067
165349,0.068
165350,0.026
165351,0.073
165352,0.076
165353,0.022
165354,0.066
165355,0.086
165356,0.041
165357,0.074
165358,0.071
165359,0.047
165360,1.0
165361,0.066
165362,0.294
165363,0.209
165364,0.041
165365,1.0
165366,0.024
165367,0.138
165368,0.068
165369,1.0
165370,0.205
165371,0.018
165372,0.042
165373,0.04
165374,1.0
165375,0.03
165376,0.057
165377,0.024
165378,0.091
165379,0.067
165380,0.108
165381,0.067
165382,0.026
165383,0.032
165384,0.057
165385,0.114
165386,1.0
165387,0.037
165388,0.19
165389,0.078
165390,0.516
165391,0.034
165392,0.037
165393,0.044
165394,0.109
165395,0.019
165396,0.054
165397,0.044
165398,0.182
165399,0.067
165400,0.089
165401,0.091
165402,0.277
165403,0.05
165404,0.074
165405,0.184
165406,0.092
165407,0.059
165408,0.225
165409,0.031
165410,0.048
165411,0.057
165412,0.058
165413,0.026
165414,0.06
165415,0.106
165416,1.0
165417,0.022
165418,0.036
165419,1.0
165420,0.049
165421,0.261
165422,0.044
165423,0.026
165424,0.05
165425,0.639
165426,0.091
165427,0.087
165428,0.302
165429,0.541
165430,0.056
165431,0.083
165432,0.391
165433,1.0
165434,1.0
165435,0.13
165436,0.159
165437,0.03
165438,0.03
165439,0.084
165440,0.593
165441,1.0
165442,0.051
165443,0.051
165444,0.061
165445,0.053
165446,0.12
165447,0.039
165448,0.225
165449,0.03
165450,0.053
165451,0.038
165452,1.0
165453,0.061
165454,0.418
165455,0.065
165456,0.584
165457,0.67
165458,0.035
165459,0.037
165460,0.063
165461,0.07
165462,0.039
165463,0.09
165464,0.063
165465,1.0
165466,0.035
165467,0.06
165468,0.19
165469,0.084
165470,0.072
165471,0.116
165472,0.035
165473,0.061
165474,0.415
165475,0.055
165476,0.217
165477,0.067
165478,0.187
165479,0.131
165480,0.031
165481,1.0
165482,0.031
165483,0.111
165484,0.069
165485,0.214
165486,0.112
165487,0.135
165488,0.051
165489,0.061
165490,0.026
165491,0.069
165492,0.175
165493,0.13
165494,0.049
165495,0.658
165496,0.062
165497,0.246
165498,0.089
165499,0.026
165500,0.051
165501,0.136
165502,0.028
165503,0.049
165504,1.0
165505,1.0
165506,0.028
165507,0.236
165508,0.076
165509,0.311
165510,0.18
165511,0.078
165512,0.065
165513,0.095
165514,0.226
165515,0.02
165516,0.099
165517,0.081
165518,0.031
165519,0.425
165520,0.086
165521,0.107
165522,0.045
165523,0.102
165524,0.105
165525,0.095
165526,1.0
165527,0.57
165528,0.031
165529,0.074
165530,0.287
165531,0.034
165532,0.241
165533,0.029
165534,0.199
165535,0.023
165536,0.043
165537,0.076
165538,0.087
165539,0.071
165540,0.065
165541,0.066
165542,0.051
165543,0.036
165544,0.017
165545,0.21
165546,0.08
165547,0.063
165548,0.059
165549,0.072
165550,0.133
165551,0.023
165552,0.104
165553,0.53
165554,0.028
165555,0.09
165556,0.057
165557,0.09
165558,0.036
165559,0.015
165560,0.095
165561,0.582
165562,0.362
165563,0.096
165564,0.424
165565,0.049
165566,0.057
165567,1.0
165568,0.091
165569,0.067
165570,0.058
165571,0.04
165572,0.463
165573,0.089
165574,0.079
165575,0.074
165576,0.023
165577,0.06
165578,1.0
165579,0.177
165580,0.071
165581,0.174
165582,1.0
165583,0.084
165584,0.062
165585,0.595
165586,0.211
165587,0.023
165588,0.335
165589,0.096
165590,0.627
165591,0.682
165592,0.022
165593,0.02
165594,0.055
165595,0.216
165596,0.041
165597,0.029
165598,0.059
165599,0.153
165600,0.028
165601,0.054
165602,0.073
165603,0.521
165604,0.031
165605,0.048
165606,0.083
165607,0.32
165608,0.095
165609,0.308
165610,0.111
165611,0.072
165612,0.049
165613,0.565
165614,0.26
165615,0.654
165616,0.07
165617,0.124
165618,1.0
165619,1.0
165620,0.092
165621,0.054
165622,0.054
165623,0.035
165624,0.047
165625,0.264
165626,0.062
165627,0.071
165628,0.04
165629,1.0
165630,0.123
165631,0.051
165632,0.051
165633,0.053
165634,0.021
165635,0.11
165636,0.049
165637,0.09
165638,0.077
165639,0.089
165640,0.649
165641,0.044
165642,0.056
165643,0.245
165644,0.019
165645,0.06
165646,0.024
165647,0.041
165648,1.0
165649,0.023
165650,1.0
165651,0.047
165652,0.071
165653,0.15
165654,0.042
165655,0.056
165656,0.229
165657,0.664
165658,0.149
165659,1.0
165660,0.064
165661,1.0
165662,0.674
165663,0.054
165664,0.066
165665,0.064
165666,0.249
165667,0.388
165668,0.069
165669,0.33
165670,0.021
165671,0.049
165672,0.046
165673,1.0
165674,0.353
165675,0.075
165676,0.397
165677,0.052
165678,0.256
165679,0.046
165680,0.055
165681,0.105
165682,0.035
165683,0.068
165684,0.117
165685,0.084
165686,0.045
165687,0.087
165688,1.0
165689,0.06
165690,0.106
165691,0.024
165692,0.332
165693,0.042
165694,0.055
165695,0.042
165696,0.109
165697,0.034
165698,0.069
165699,0.089
165700,0.093
165701,0.544
165702,0.072
165703,0.162
165704,0.025
165705,0.046
165706,0.108
165707,0.05
165708,0.122
165709,0.089
165710,0.222
165711,0.021
165712,0.031
165713,0.059
165714,0.484
165715,0.026
165716,0.642
165717,1.0
165718,0.107
165719,0.037
165720,0.074
165721,0.113
165722,0.103
165723,0.072
165724,1.0
165725,0.038
165726,1.0
165727,0.062
165728,0.053
165729,1.0
165730,0.056
165731,0.185
165732,0.256
165733,0.055
165734,0.089
165735,0.044
165736,0.108
165737,1.0
165738,0.035
165739,0.564
165740,0.425
165741,0.079
165742,0.053
165743,0.08
165744,0.032
165745,0.156
165746,0.552
165747,0.024
165748,0.655
165749,0.175
165750,0.065
165751,0.275
165752,0.059
165753,0.123
165754,0.128
165755,0.048
165756,0.228
165757,0.048
165758,0.094
165759,0.319
165760,0.153
165761,1.0
165762,1.0
165763,0.115
165764,0.077
165765,0.318
165766,0.05
165767,0.077
165768,0.327
165769,0.07
165770,0.159
165771,0.184
165772,0.088
165773,0.023
165774,0.047
165775,0.067
165776,0.113
165777,0.09
165778,0.084
165779,0.044
165780,1.0
165781,0.195
165782,0.082
165783,1.0
165784,1.0
165785,0.088
165786,0.054
165787,0.02
165788,0.148
165789,0.124
165790,0.68
165791,0.034
165792,0.038
165793,0.073
165794,0.063
165795,0.116
165796,0.081
165797,0.05
165798,0.085
165799,0.09
165800,0.105
165801,0.331
165802,0.022
165803,0.042
165804,0.113
165805,1.0
165806,0.024
165807,0.029
165808,1.0
165809,0.091
165810,0.136
165811,0.054
165812,1.0
165813,0.22
165814,0.042
165815,0.037
165816,0.054
165817,0.028
165818,0.124
165819,1.0
165820,0.11
165821,0.368
165822,0.026
165823,0.035
165824,0.063
165825,0.134
165826,0.052
165827,1.0
165828,0.023
165829,0.279
165830,0.33
165831,0.101
165832,0.063
165833,0.049
165834,0.088
165835,0.115
165836,0.044
165837,0.062
165838,0.023
165839,0.08
165840,0.16
165841,0.039
165842,0.031
165843,0.079
165844,0.09
165845,0.097
165846,0.045
165847,0.02
165848,0.042
165849,0.478
165850,0.05
165851,0.076
165852,0.257
165853,0.018
165854,0.119
165855,0.054
165856,0.037
165857,0.094
165858,0.063
165859,0.017
165860,0.028
165861,0.098
165862,0.021
165863,0.043
165864,0.046
165865,0.14
165866,0.061
165867,0.631
165868,0.072
165869,0.049
165870,1.0
165871,0.462
165872,0.115
165873,0.034
165874,0.05
165875,0.614
165876,0.479
165877,0.199
165878,0.06
165879,0.029
165880,0.24
165881,1.0
165882,0.288
165883,0.045
165884,0.568
165885,0.608
165886,0.024
165887,1.0
165888,1.0
165889,0.024
165890,0.183
165891,0.109
165892,0.058
165893,0.565
165894,0.087
165895,0.039
165896,0.695
165897,0.071
165898,0.035
165899,0.101
165900,0.063
165901,0.096
165902,0.082
165903,0.075
165904,0.042
165905,0.133
165906,0.098
165907,0.061
165908,0.131
165909,0.072
165910,0.12
165911,0.025
165912,0.408
165913,0.085
165914,0.407
165915,0.162
165916,0.311
165917,0.067
165918,0.498
165919,0.064
165920,1.0
165921,0.071
165922,0.035
165923,1.0
165924,0.028
165925,0.141
165926,0.057
165927,0.03
165928,0.196
165929,0.048
165930,1.0
165931,0.051
165932,1.0
165933,0.056
165934,0.098
165935,0.076
165936,0.121
165937,0.046
165938,1.0
165939,0.579
165940,1.0
165941,0.09
165942,0.023
165943,0.271
165944,0.357
165945,0.049
165946,0.638
165947,0.031
165948,0.067
165949,0.048
165950,0.142
165951,0.496
165952,0.398
165953,0.04
165954,1.0
165955,0.076
165956,0.643
165957,0.059
165958,0.046
165959,0.029
165960,0.068
165961,0.058
165962,1.0
165963,0.467
165964,0.03
165965,0.036
165966,1.0
165967,0.033
165968,1.0
165969,0.101
165970,0.365
165971,1.0
165972,1.0
165973,0.163
165974,0.088
165975,1.0
165976,0.024
165977,0.058
165978,0.653
165979,0.156
165980,0.044
165981,0.152
165982,0.1
165983,0.05
165984,0.126
165985,0.089
165986,0.06
165987,0.115
165988,0.325
165989,0.088
165990,0.106
165991,1.0
165992,0.087
165993,0.098
165994,0.129
165995,0.166
165996,0.149
165997,0.495
165998,0.106
165999,0.058
166000,0.079
166001,0.066
166002,0.066
166003,0.016
166004,0.06
166005,0.03
166006,0.064
166007,0.047
166008,0.03
166009,0.222
166010,1.0
166011,0.048
166012,0.029
166013,0.157
166014,0.082
166015,0.036
166016,0.355
166017,0.081
166018,0.12
166019,0.013
166020,0.026
166021,0.111
166022,0.088
166023,0.033
166024,0.594
166025,0.048
166026,0.11
166027,0.028
166028,1.0
166029,0.067
166030,0.037
166031,0.639
166032,0.134
166033,0.075
166034,0.021
166035,1.0
166036,1.0
166037,0.222
166038,0.023
166039,0.045
166040,1.0
166041,0.056
166042,0.052
166043,0.037
166044,0.039
166045,0.088
166046,0.376
166047,0.05
166048,0.075
166049,0.271
166050,0.446
166051,0.037
166052,0.217
166053,0.324
166054,0.048
166055,1.0
166056,0.061
166057,0.038
166058,1.0
166059,1.0
166060,0.104
166061,0.339
166062,0.319
166063,1.0
166064,0.067
166065,0.176
166066,0.021
166067,0.342
166068,0.141
166069,0.088
166070,1.0
166071,0.03
166072,0.116
166073,0.194
166074,0.203
166075,0.261
166076,0.148
166077,0.045
166078,0.48
166079,0.076
166080,0.134
166081,0.051
166082,0.359
166083,0.191
166084,0.06
166085,0.082
166086,0.102
166087,0.085
166088,0.131
166089,0.057
166090,0.186
166091,0.128
166092,1.0
166093,1.0
166094,1.0
166095,0.052
166096,0.108
166097,0.087
166098,0.235
166099,1.0
166100,0.072
166101,0.035
166102,0.046
166103,0.041
166104,0.208
166105,0.082
166106,1.0
166107,0.121
166108,1.0
166109,0.15
166110,0.083
166111,0.033
166112,0.052
166113,0.067
166114,0.096
166115,0.066
166116,0.137
166117,0.045
166118,0.091
166119,0.027
166120,0.038
166121,0.048
166122,0.063
166123,0.03
166124,0.051
166125,0.178
166126,0.067
166127,0.048
166128,0.05
166129,1.0
166130,1.0
166131,0.154
166132,0.127
166133,0.076
166134,0.253
166135,0.556
166136,0.025
166137,0.365
166138,0.033
166139,0.131
166140,0.446
166141,0.034
166142,0.051
166143,0.326
166144,0.221
166145,0.02
166146,0.062
166147,0.521
166148,0.188
166149,0.025
166150,0.058
166151,0.415
166152,0.04
166153,0.072
166154,0.055
166155,0.185
166156,0.019
166157,0.213
166158,0.168
166159,1.0
166160,0.047
166161,0.024
166162,0.254
166163,0.023
166164,0.055
166165,0.092
166166,0.037
166167,0.067
166168,0.254
166169,0.067
166170,0.407
166171,0.051
166172,0.667
166173,0.1
166174,0.046
166175,0.063
166176,0.032
166177,0.427
166178,0.204
166179,0.043
166180,0.036
166181,0.055
166182,0.431
166183,1.0
166184,0.064
166185,0.04
166186,0.108
166187,0.24
166188,0.162
166189,0.058
166190,0.052
166191,0.195
166192,0.101
166193,0.182
166194,0.076
166195,1.0
166196,0.171
166197,1.0
166198,0.111
166199,0.033
166200,0.055
166201,1.0
166202,0.087
166203,0.051
166204,0.326
166205,1.0
166206,1.0
166207,0.558
166208,1.0
166209,0.063
166210,0.048
166211,0.036
166212,0.036
166213,0.066
166214,0.153
166215,0.051
166216,0.051
166217,0.033
166218,1.0
166219,0.115
166220,0.181
166221,1.0
166222,1.0
166223,0.044
166224,0.13
166225,0.242
166226,0.074
166227,0.079
166228,1.0
166229,0.054
166230,0.044
166231,0.093
166232,0.046
166233,0.056
166234,0.043
166235,0.064
166236,0.039
166237,1.0
166238,1.0
166239,0.047
166240,0.043
166241,0.031
166242,0.063
166243,0.081
166244,0.314
166245,0.046
166246,0.041
166247,0.278
166248,0.048
166249,0.028
166250,0.031
166251,0.221
166252,0.034
166253,0.629
166254,0.021
166255,0.032
166256,0.179
166257,1.0
166258,0.059
166259,1.0
166260,0.021
166261,1.0
166262,0.037
166263,1.0
166264,0.052
166265,0.088
166266,0.026
166267,0.102
166268,0.106
166269,0.048
166270,0.096
166271,0.056
166272,0.038
166273,0.382
166274,0.023
166275,0.037
166276,0.076
166277,0.206
166278,0.034
166279,0.06
166280,0.089
166281,0.27
166282,0.045
166283,0.094
166284,0.098
166285,0.1
166286,0.26
166287,0.099
166288,0.057
166289,0.07
166290,0.631
166291,0.037
166292,0.037
166293,0.486
166294,0.099
166295,0.1
166296,0.09
166297,0.093
166298,0.073
166299,1.0
166300,0.088
166301,0.056
166302,0.165
166303,0.05
166304,0.188
166305,0.071
166306,0.196
166307,0.02
166308,1.0
166309,0.13
166310,0.439
166311,1.0
166312,0.124
166313,0.077
166314,0.119
166315,0.035
166316,0.266
166317,0.111
166318,0.112
166319,0.052
166320,0.195
166321,0.111
166322,1.0
166323,0.18
166324,0.694
166325,0.139
166326,0.253
166327,0.06
166328,0.037
166329,0.098
166330,0.18
166331,1.0
166332,0.044
166333,0.66
166334,0.101
166335,0.034
166336,0.023
166337,0.224
166338,0.045
166339,1.0
166340,0.027
166341,0.021
166342,0.087
166343,0.041
166344,0.049
166345,0.023
166346,1.0
166347,1.0
166348,1.0
166349,0.112
166350,0.045
166351,0.041
166352,0.663
166353,0.097
166354,0.17
166355,0.148
166356,0.117
166357,0.134
166358,0.124
166359,0.09
166360,0.142
166361,0.052
166362,1.0
166363,0.68
166364,0.033
166365,0.132
166366,0.028
166367,0.424
166368,0.072
166369,0.026
166370,1.0
166371,0.259
166372,0.126
166373,0.621
166374,0.094
166375,0.049
166376,1.0
166377,0.625
166378,0.099
166379,0.092
166380,1.0
166381,0.025
166382,0.185
166383,0.055
166384,0.047
166385,0.681
166386,0.104
166387,0.033
166388,0.038
166389,0.237
166390,0.047
166391,0.076
166392,0.117
166393,0.067
166394,0.615
166395,0.022
166396,0.041
166397,0.494
166398,0.544
166399,0.6
166400,0.044
166401,0.029
166402,0.038
166403,0.249
166404,1.0
166405,0.049
166406,0.124
166407,0.13
166408,0.055
166409,0.033
166410,0.047
166411,0.067
166412,0.183
166413,0.063
166414,0.303
166415,0.61
166416,0.062
166417,0.098
166418,0.122
166419,0.019
166420,1.0
166421,0.062
166422,0.371
166423,0.088
166424,0.306
166425,0.024
166426,0.123
166427,0.349
166428,0.141
166429,0.049
166430,1.0
166431,0.037
166432,0.09
166433,0.059
166434,0.084
166435,0.041
166436,0.11
166437,1.0
166438,1.0
166439,0.056
166440,0.103
166441,0.061
166442,0.034
166443,0.061
166444,1.0
166445,0.133
166446,0.066
166447,0.061
166448,0.032
166449,0.029
166450,0.644
166451,1.0
166452,0.082
166453,0.079
166454,0.287
166455,0.035
166456,0.029
166457,1.0
166458,0.066
166459,0.238
166460,0.084
166461,0.105
166462,0.04
166463,1.0
166464,0.591
166465,0.084
166466,0.086
166467,0.334
166468,0.039
166469,0.026
166470,0.259
166471,0.032
166472,1.0
166473,0.049
166474,0.087
166475,0.176
166476,0.048
166477,0.042
166478,0.036
166479,0.041
166480,0.076
166481,0.549
166482,0.245
166483,1.0
166484,0.634
166485,1.0
166486,0.197
166487,0.035
166488,0.042
166489,0.041
166490,1.0
166491,0.046
166492,0.488
166493,0.072
166494,0.062
166495,0.096
166496,0.283
166497,0.656
166498,0.049
166499,0.042
166500,0.046
166501,0.064
166502,1.0
166503,0.043
166504,0.1
166505,0.066
166506,0.035
166507,0.054
166508,1.0
166509,1.0
166510,0.45
166511,0.013
166512,0.113
166513,0.053
166514,0.586
166515,0.166
166516,0.264
166517,1.0
166518,0.023
166519,0.034
166520,0.098
166521,0.032
166522,0.024
166523,0.522
166524,1.0
166525,0.035
166526,0.037
166527,0.09
166528,0.078
166529,0.107
166530,0.04
166531,0.142
166532,0.054
166533,0.087
166534,0.057
166535,0.663
166536,0.054
166537,0.032
166538,0.03
166539,0.057
166540,0.047
166541,0.047
166542,1.0
166543,0.074
166544,0.094
166545,0.042
166546,0.11
166547,0.186
166548,1.0
166549,0.425
166550,0.108
166551,0.042
166552,0.177
166553,0.046
166554,0.216
166555,0.097
166556,0.039
166557,0.092
166558,1.0
166559,0.038
166560,0.233
166561,0.117
166562,0.094
166563,0.133
166564,0.237
166565,0.241
166566,0.083
166567,0.043
166568,0.052
166569,0.675
166570,0.113
166571,0.034
166572,0.028
166573,0.218
166574,0.063
166575,1.0
166576,0.03
166577,0.06
166578,0.07
166579,0.108
166580,0.291
166581,0.072
166582,0.042
166583,0.077
166584,0.087
166585,0.05
166586,0.118
166587,0.081
166588,1.0
166589,0.304
166590,0.046
166591,0.091
166592,0.232
166593,0.034
166594,0.027
166595,0.024
166596,0.035
166597,0.103
166598,0.026
166599,0.055
166600,0.624
166601,0.675
166602,0.042
166603,0.096
166604,0.217
166605,0.159
166606,0.451
166607,0.063
166608,0.075
166609,0.044
166610,0.21
166611,0.024
166612,0.035
166613,0.137
166614,0.118
166615,0.049
166616,0.074
166617,0.016
166618,1.0
166619,0.102
166620,0.114
166621,0.17
166622,0.539
166623,0.088
166624,0.031
166625,0.034
166626,0.091
166627,0.562
166628,0.107
166629,0.299
166630,0.023
166631,0.23
166632,0.014
166633,0.053
166634,0.02
166635,0.313
166636,0.027
166637,1.0
166638,0.108
166639,0.062
166640,0.126
166641,0.136
166642,1.0
166643,0.039
166644,0.103
166645,0.119
166646,0.049
166647,0.048
166648,0.039
166649,0.111
166650,0.202
166651,0.215
166652,1.0
166653,0.025
166654,1.0
166655,0.077
166656,0.061
166657,0.107
166658,0.051
166659,0.062
166660,0.049
166661,1.0
166662,0.177
166663,0.059
166664,0.037
166665,0.03
166666,0.036
166667,0.049
166668,0.076
166669,0.115
166670,0.018
166671,0.163
166672,0.05
166673,0.225
166674,0.057
166675,1.0
166676,0.587
166677,0.034
166678,0.175
166679,0.069
166680,0.036
166681,0.236
166682,0.032
166683,0.058
166684,0.09
166685,0.097
166686,0.05
166687,1.0
166688,0.043
166689,0.06
166690,1.0
166691,1.0
166692,0.136
166693,1.0
166694,0.077
166695,0.322
166696,0.038
166697,0.043
166698,0.691
166699,0.069
166700,0.071
166701,0.047
166702,0.034
166703,0.07
166704,0.61
166705,0.094
166706,0.094
166707,0.057
166708,0.094
166709,0.074
166710,0.622
166711,0.048
166712,1.0
166713,0.218
166714,0.043
166715,0.051
166716,0.118
166717,0.035
166718,0.047
166719,0.194
166720,0.095
166721,0.037
166722,0.692
166723,1.0
166724,0.037
166725,0.039
166726,1.0
166727,0.035
166728,0.156
166729,0.071
166730,0.24
166731,0.049
166732,0.032
166733,0.051
166734,0.2
166735,1.0
166736,0.053
166737,0.063
166738,0.053
166739,0.038
166740,0.066
166741,0.072
166742,0.033
166743,0.104
166744,0.059
166745,0.235
166746,0.032
166747,0.039
166748,0.081
166749,0.037
166750,0.031
166751,0.65
166752,0.172
166753,0.082
166754,1.0
166755,0.026
166756,0.044
166757,1.0
166758,0.154
166759,0.217
166760,0.045
166761,0.038
166762,0.148
166763,0.289
166764,0.119
166765,0.055
166766,0.116
166767,0.076
166768,0.031
166769,0.033
166770,0.04
166771,0.689
166772,0.057
166773,0.059
166774,0.645
166775,0.057
166776,1.0
166777,0.043
166778,0.085
166779,0.055
166780,0.65
166781,0.067
166782,0.437
166783,0.235
166784,0.332
166785,0.443
166786,1.0
166787,0.106
166788,0.022
166789,0.017
166790,0.137
166791,0.618
166792,0.051
166793,0.054
166794,0.09
166795,0.019
166796,0.069
166797,1.0
166798,0.05
166799,0.169
166800,1.0
166801,0.069
166802,0.069
166803,0.048
166804,0.067
166805,0.15
166806,0.101
166807,0.054
166808,1.0
166809,0.118
166810,0.064
166811,0.641
166812,0.021
166813,0.06
166814,0.125
166815,0.55
166816,1.0
166817,0.034
166818,0.071
166819,0.454
166820,0.016
166821,0.065
166822,1.0
166823,0.049
166824,0.103
166825,0.072
166826,0.081
166827,0.311
166828,0.021
166829,0.038
166830,1.0
166831,0.372
166832,1.0
166833,0.051
166834,0.191
166835,0.021
166836,0.26
166837,0.122
166838,0.084
166839,0.11
166840,1.0
166841,0.237
166842,0.242
166843,0.072
166844,0.04
166845,0.109
166846,0.471
166847,0.058
166848,0.124
166849,1.0
166850,0.047
166851,0.05
166852,0.058
166853,0.021
166854,0.021
166855,1.0
166856,0.034
166857,1.0
166858,1.0
166859,0.19
166860,0.062
166861,0.05
166862,0.025
166863,0.116
166864,0.04
166865,0.077
166866,0.058
166867,0.096
166868,0.06
166869,0.04
166870,1.0
166871,0.081
166872,0.7
166873,0.167
166874,0.104
166875,0.056
166876,0.631
166877,0.167
166878,0.138
166879,0.034
166880,0.041
166881,0.098
166882,1.0
166883,0.08
166884,0.036
166885,0.02
166886,0.466
166887,0.048
166888,0.105
166889,0.024
166890,0.059
166891,0.1
166892,1.0
166893,0.059
166894,0.053
166895,0.126
166896,0.244
166897,0.112
166898,0.227
166899,0.052
166900,0.084
166901,0.031
166902,0.029
166903,0.026
166904,0.023
166905,0.034
166906,1.0
166907,0.043
166908,0.043
166909,0.045
166910,0.083
166911,0.359
166912,0.091
166913,0.036
166914,0.061
166915,0.115
166916,0.171
166917,1.0
166918,0.032
166919,0.051
166920,0.083
166921,0.027
166922,0.091
166923,0.061
166924,0.082
166925,0.065
166926,0.092
166927,0.19
166928,0.051
166929,1.0
166930,0.12
166931,0.037
166932,0.087
166933,1.0
166934,0.02
166935,0.056
166936,0.055
166937,0.058
166938,1.0
166939,0.179
166940,0.046
166941,0.032
166942,0.442
166943,1.0
166944,0.237
166945,0.062
166946,0.057
166947,0.276
166948,0.06
166949,0.061
166950,0.638
166951,0.03
166952,0.052
166953,0.047
166954,0.135
166955,0.502
166956,0.187
166957,0.07
166958,1.0
166959,0.03
166960,0.105
166961,0.022
166962,0.066
166963,0.091
166964,1.0
166965,0.093
166966,1.0
166967,1.0
166968,0.088
166969,0.115
166970,0.081
166971,0.663
166972,0.484
166973,0.039
166974,0.034
166975,0.055
166976,0.173
166977,0.061
166978,0.063
166979,0.16
166980,0.433
166981,0.043
166982,0.2
166983,0.024
166984,0.102
166985,0.08
166986,0.141
166987,0.307
166988,0.026
166989,0.025
166990,0.019
166991,0.168
166992,0.078
166993,0.289
166994,1.0
166995,0.026
166996,0.089
166997,0.033
166998,0.036
166999,0.026
167000,0.138
167001,0.062
167002,0.294
167003,0.061
167004,0.234
167005,0.046
167006,1.0
167007,0.102
167008,0.111
167009,0.087
167010,0.04
167011,0.267
167012,0.097
167013,0.433
167014,0.046
167015,0.469
167016,0.209
167017,0.151
167018,0.048
167019,0.211
167020,0.062
167021,0.068
167022,0.066
167023,0.086
167024,0.217
167025,0.038
167026,0.323
167027,0.036
167028,0.195
167029,0.028
167030,0.177
167031,0.181
